LNEC Test File eXtractor

File: pink_noise_40Hz_T3mm_0_P=1_I=D=0_scale0.5_0.acq

Created in: 2025-09-23 14:50:57.029199

Number of channels: 6

Name:	PosA1T	PosA2L	PosA3V	accT	accL	accV
Type:						
Unit:	m	m	m	m/s^2	m/s^2	m/s^2
No. of Samples:	32726	32726	32726	32726	32726	32726
Time step [s]:	0.005	0.005	0.005	0.005	0.005	0.005
Trigger date:	1970-01-01	1970-01-01	1970-01-01	1970-01-01	1970-01-01	1970-01-01
Trigger time:	00:00:00.000000	00:00:00.000000	00:00:00.000000	00:00:00.000000	00:00:00.000000	00:00:00.000000
Duration [s]:	163.625	163.625	163.625	163.625	163.625	163.625
Data:
PosA1T	PosA2L	PosA3V	accT	accL	accV
-6.909742736816417e-05	nan	0.0	0.001820802333557155	nan	0.0
-6.957902313232434e-05	nan	0.0	-0.001169495684936497	nan	0.0
-7.104041717529309e-05	nan	0.0	0.016772292426025414	nan	0.0
-7.054221466064465e-05	nan	0.0	0.007801398370544459	nan	0.0
-7.248520446777356e-05	nan	0.0	0.034714080536987324	nan	0.0
-6.763603332519543e-05	nan	0.0	0.01079169638903811	nan	0.0
-6.619124603271496e-05	nan	0.0	0.01079169638903811	nan	0.0
-6.909742736816417e-05	nan	0.0	0.04069467657397463	nan	0.0
-6.424825622558605e-05	nan	0.0	0.001820802333557155	nan	0.0
-6.569304351806652e-05	nan	0.0	-0.0071667044886932095	nan	0.0
-6.47298519897462e-05	nan	0.0	-0.0041597937034301485	nan	0.0
-6.667284179687511e-05	nan	0.0	0.007801398370544459	nan	0.0
-7.152201293945323e-05	nan	0.0	0.007801398370544459	nan	0.0
-7.248520446777356e-05	nan	0.0	0.02574318648150637	nan	0.0
-7.006061889648449e-05	nan	0.0	0.02574318648150637	nan	0.0
-6.667284179687511e-05	nan	0.0	0.004811100352050807	nan	0.0
-6.811762908935559e-05	nan	0.0	0.001820802333557155	nan	0.0
-6.47298519897462e-05	nan	0.0	-0.02510849259965512	nan	0.0
-6.521144775390636e-05	nan	0.0	-0.02211819458116147	nan	0.0
-6.811762908935559e-05	nan	0.0	-0.010157002507186862	nan	0.0
-7.006061889648449e-05	nan	0.0	0.001820802333557155	nan	0.0
-7.152201293945323e-05	nan	0.0	0.02275288846301272	nan	0.0
-7.006061889648449e-05	nan	0.0	0.028733484500000024	nan	0.0
-6.909742736816417e-05	nan	0.0	0.019762590444519067	nan	0.0
-6.861583160400402e-05	nan	0.0	0.019762590444519067	nan	0.0
-6.667284179687511e-05	nan	0.0	0.001820802333557155	nan	0.0
-6.861583160400402e-05	nan	0.0	0.013781994407531762	nan	0.0
-7.152201293945323e-05	nan	0.0	0.019762590444519067	nan	0.0
-6.763603332519543e-05	nan	0.0	0.007801398370544459	nan	0.0
-6.715443756103527e-05	nan	0.0	0.007801398370544459	nan	0.0
-6.619124603271496e-05	nan	0.0	0.001820802333557155	nan	0.0
-6.957902313232434e-05	nan	0.0	0.01079169638903811	nan	0.0
-6.715443756103527e-05	nan	0.0	-0.016137598544174164	nan	0.0
-6.667284179687511e-05	nan	0.0	-0.0041597937034301485	nan	0.0
-6.763603332519543e-05	nan	0.0	0.001820802333557155	nan	0.0
-6.861583160400402e-05	nan	0.0	0.03172378251849368	nan	0.0
-7.346500274658215e-05	nan	0.0	0.03770437855548098	nan	0.0
-7.006061889648449e-05	nan	0.0	0.007801398370544459	nan	0.0
-6.811762908935559e-05	nan	0.0	0.007801398370544459	nan	0.0
-6.667284179687511e-05	nan	0.0	0.004811100352050807	nan	0.0
-6.569304351806652e-05	nan	0.0	-0.0041597937034301485	nan	0.0
-6.909742736816417e-05	nan	0.0	0.007801398370544459	nan	0.0
-6.909742736816417e-05	nan	0.0	0.001820802333557155	nan	0.0
-7.248520446777356e-05	nan	0.0	0.019762590444519067	nan	0.0
-7.152201293945323e-05	nan	0.0	0.007801398370544459	nan	0.0
-6.715443756103527e-05	nan	0.0	-0.0041597937034301485	nan	0.0
-6.715443756103527e-05	nan	0.0	0.001820802333557155	nan	0.0
-6.909742736816417e-05	nan	0.0	0.01079169638903811	nan	0.0
-7.104041717529309e-05	nan	0.0	0.034714080536987324	nan	0.0
-6.811762908935559e-05	nan	0.0	0.019762590444519067	nan	0.0
-6.424825622558605e-05	nan	0.0	-0.0071667044886932095	nan	0.0
-7.006061889648449e-05	nan	0.0	0.028733484500000024	nan	0.0
-7.104041717529309e-05	nan	0.0	0.001820802333557155	nan	0.0
-6.811762908935559e-05	nan	0.0	-0.0041597937034301485	nan	0.0
-6.763603332519543e-05	nan	0.0	-0.001169495684936497	nan	0.0
-6.424825622558605e-05	nan	0.0	-0.019127896562667817	nan	0.0
-6.763603332519543e-05	nan	0.0	-0.001169495684936497	nan	0.0
-7.20036087036134e-05	nan	0.0	0.013781994407531762	nan	0.0
-7.248520446777356e-05	nan	0.0	0.02574318648150637	nan	0.0
-7.346500274658215e-05	nan	0.0	0.028733484500000024	nan	0.0
-7.104041717529309e-05	nan	0.0	0.01079169638903811	nan	0.0
-6.957902313232434e-05	nan	0.0	0.016772292426025414	nan	0.0
-6.811762908935559e-05	nan	0.0	0.013781994407531762	nan	0.0
-6.811762908935559e-05	nan	0.0	0.019762590444519067	nan	0.0
-7.006061889648449e-05	nan	0.0	0.01079169638903811	nan	0.0
-6.763603332519543e-05	nan	0.0	-0.010157002507186862	nan	0.0
-6.715443756103527e-05	nan	0.0	-0.0071667044886932095	nan	0.0
-6.861583160400402e-05	nan	0.0	0.007801398370544459	nan	0.0
-7.054221466064465e-05	nan	0.0	0.01079169638903811	nan	0.0
-7.054221466064465e-05	nan	0.0	0.016772292426025414	nan	0.0
-7.006061889648449e-05	nan	0.0	0.013781994407531762	nan	0.0
-7.20036087036134e-05	nan	0.0	0.02275288846301272	nan	0.0
-6.957902313232434e-05	nan	0.0	0.004811100352050807	nan	0.0
-7.006061889648449e-05	nan	0.0	-0.001169495684936497	nan	0.0
-7.054221466064465e-05	nan	0.0	0.01079169638903811	nan	0.0
-7.104041717529309e-05	nan	0.0	0.016772292426025414	nan	0.0
-6.909742736816417e-05	nan	0.0	0.019762590444519067	nan	0.0
-6.861583160400402e-05	nan	0.0	0.007801398370544459	nan	0.0
-6.861583160400402e-05	nan	0.0	0.001820802333557155	nan	0.0
-6.667284179687511e-05	nan	0.0	0.004811100352050807	nan	0.0
-7.20036087036134e-05	nan	0.0	0.01079169638903811	nan	0.0
-7.248520446777356e-05	nan	0.0	0.019762590444519067	nan	0.0
-7.152201293945323e-05	nan	0.0	0.02275288846301272	nan	0.0
-7.054221466064465e-05	nan	0.0	0.013781994407531762	nan	0.0
-7.054221466064465e-05	nan	0.0	0.03172378251849368	nan	0.0
-7.054221466064465e-05	nan	0.0	0.02275288846301272	nan	0.0
-6.569304351806652e-05	nan	0.0	-0.0071667044886932095	nan	0.0
-6.619124603271496e-05	nan	0.0	-0.010157002507186862	nan	0.0
-6.861583160400402e-05	nan	0.0	-0.0041597937034301485	nan	0.0
-7.006061889648449e-05	nan	0.0	0.016772292426025414	nan	0.0
-7.104041717529309e-05	nan	0.0	0.016772292426025414	nan	0.0
-7.20036087036134e-05	nan	0.0	0.01079169638903811	nan	0.0
-7.20036087036134e-05	nan	0.0	0.013781994407531762	nan	0.0
-7.054221466064465e-05	nan	0.0	0.001820802333557155	nan	0.0
-6.763603332519543e-05	nan	0.0	0.01079169638903811	nan	0.0
-7.006061889648449e-05	nan	0.0	0.03172378251849368	nan	0.0
-6.619124603271496e-05	nan	0.0	-0.0071667044886932095	nan	0.0
-6.763603332519543e-05	nan	0.0	0.01079169638903811	nan	0.0
-6.619124603271496e-05	nan	0.0	-0.010157002507186862	nan	0.0
-6.763603332519543e-05	nan	0.0	-0.0071667044886932095	nan	0.0
-6.957902313232434e-05	nan	0.0	-0.001169495684936497	nan	0.0
-6.957902313232434e-05	nan	0.0	0.01079169638903811	nan	0.0
-6.957902313232434e-05	nan	0.0	0.001820802333557155	nan	0.0
-6.667284179687511e-05	nan	0.0	-0.0071667044886932095	nan	0.0
-6.763603332519543e-05	nan	0.0	0.001820802333557155	nan	0.0
-6.619124603271496e-05	nan	0.0	-0.013147300525680514	nan	0.0
-7.006061889648449e-05	nan	0.0	-0.001169495684936497	nan	0.0
-7.104041717529309e-05	nan	0.0	0.001820802333557155	nan	0.0
-7.104041717529309e-05	nan	0.0	0.007801398370544459	nan	0.0
-6.861583160400402e-05	nan	0.0	0.001820802333557155	nan	0.0
-7.152201293945323e-05	nan	0.0	0.04368497459246828	nan	0.0
-7.29668002319337e-05	nan	0.0	0.019762590444519067	nan	0.0
-7.20036087036134e-05	nan	0.0	0.013781994407531762	nan	0.0
-7.054221466064465e-05	nan	0.0	0.013781994407531762	nan	0.0
-6.909742736816417e-05	nan	0.0	0.013781994407531762	nan	0.0
-7.20036087036134e-05	nan	0.0	0.019762590444519067	nan	0.0
-7.104041717529309e-05	nan	0.0	0.02275288846301272	nan	0.0
-6.909742736816417e-05	nan	0.0	0.02275288846301272	nan	0.0
-6.957902313232434e-05	nan	0.0	0.013781994407531762	nan	0.0
-7.006061889648449e-05	nan	0.0	0.001820802333557155	nan	0.0
-7.054221466064465e-05	nan	0.0	0.001820802333557155	nan	0.0
-7.006061889648449e-05	nan	0.0	0.001820802333557155	nan	0.0
-7.248520446777356e-05	nan	0.0	0.028733484500000024	nan	0.0
-6.957902313232434e-05	nan	0.0	0.02574318648150637	nan	0.0
-7.152201293945323e-05	nan	0.0	0.02574318648150637	nan	0.0
-7.20036087036134e-05	nan	0.0	0.019762590444519067	nan	0.0
-6.811762908935559e-05	nan	0.0	-0.010157002507186862	nan	0.0
-7.054221466064465e-05	nan	0.0	0.004811100352050807	nan	0.0
-7.104041717529309e-05	nan	0.0	0.013781994407531762	nan	0.0
-6.763603332519543e-05	nan	0.0	-0.0071667044886932095	nan	0.0
-7.054221466064465e-05	nan	0.0	0.004811100352050807	nan	0.0
-7.248520446777356e-05	nan	0.0	0.01079169638903811	nan	0.0
-7.29668002319337e-05	nan	0.0	0.019762590444519067	nan	0.0
-7.39465985107423e-05	nan	0.0	0.034714080536987324	nan	0.0
-6.861583160400402e-05	nan	0.0	-0.001169495684936497	nan	0.0
-6.763603332519543e-05	nan	0.0	-0.001169495684936497	nan	0.0
-7.104041717529309e-05	nan	0.0	0.007801398370544459	nan	0.0
-6.861583160400402e-05	nan	0.0	-0.0041597937034301485	nan	0.0
-7.20036087036134e-05	nan	0.0	0.019762590444519067	nan	0.0
-7.442819427490245e-05	nan	0.0	0.04667527261096194	nan	0.0
-7.104041717529309e-05	nan	0.0	0.01079169638903811	nan	0.0
-7.152201293945323e-05	nan	0.0	0.01079169638903811	nan	0.0
-7.054221466064465e-05	nan	0.0	0.01079169638903811	nan	0.0
-7.054221466064465e-05	nan	0.0	0.004811100352050807	nan	0.0
-7.006061889648449e-05	nan	0.0	0.02275288846301272	nan	0.0
-6.715443756103527e-05	nan	0.0	0.004811100352050807	nan	0.0
-7.054221466064465e-05	nan	0.0	0.004811100352050807	nan	0.0
-7.29668002319337e-05	nan	0.0	0.01079169638903811	nan	0.0
-7.152201293945323e-05	nan	0.0	0.01079169638903811	nan	0.0
-7.006061889648449e-05	nan	0.0	0.016772292426025414	nan	0.0
-7.006061889648449e-05	nan	0.0	0.004811100352050807	nan	0.0
-7.248520446777356e-05	nan	0.0	0.013781994407531762	nan	0.0
-7.248520446777356e-05	nan	0.0	0.02275288846301272	nan	0.0
-7.20036087036134e-05	nan	0.0	0.016772292426025414	nan	0.0
-6.763603332519543e-05	nan	0.0	0.001820802333557155	nan	0.0
-6.326845794677745e-05	nan	0.0	-0.02211819458116147	nan	0.0
-6.909742736816417e-05	nan	0.0	-0.013147300525680514	nan	0.0
-7.054221466064465e-05	nan	0.0	-0.0041597937034301485	nan	0.0
-7.006061889648449e-05	nan	0.0	0.03172378251849368	nan	0.0
-6.811762908935559e-05	nan	0.0	0.028733484500000024	nan	0.0
-6.909742736816417e-05	nan	0.0	-0.0041597937034301485	nan	0.0
-6.667284179687511e-05	nan	0.0	-0.013147300525680514	nan	0.0
-7.20036087036134e-05	nan	0.0	0.02574318648150637	nan	0.0
-7.540799255371106e-05	nan	0.0	0.04069467657397463	nan	0.0
-7.152201293945323e-05	nan	0.0	0.019762590444519067	nan	0.0
-6.763603332519543e-05	nan	0.0	0.001820802333557155	nan	0.0
-6.909742736816417e-05	nan	0.0	-0.001169495684936497	nan	0.0
-7.248520446777356e-05	nan	0.0	0.02275288846301272	nan	0.0
-7.054221466064465e-05	nan	0.0	0.013781994407531762	nan	0.0
-7.006061889648449e-05	nan	0.0	0.02275288846301272	nan	0.0
-6.861583160400402e-05	nan	0.0	-0.0071667044886932095	nan	0.0
-7.104041717529309e-05	nan	0.0	0.007801398370544459	nan	0.0
-6.909742736816417e-05	nan	0.0	0.007801398370544459	nan	0.0
-6.861583160400402e-05	nan	0.0	0.01079169638903811	nan	0.0
-7.20036087036134e-05	nan	0.0	0.02275288846301272	nan	0.0
-7.39465985107423e-05	nan	0.0	0.03172378251849368	nan	0.0
-6.909742736816417e-05	nan	0.0	-0.001169495684936497	nan	0.0
-6.667284179687511e-05	nan	0.0	-0.0071667044886932095	nan	0.0
-7.104041717529309e-05	nan	0.0	0.03770437855548098	nan	0.0
-7.20036087036134e-05	nan	0.0	0.04368497459246828	nan	0.0
-6.957902313232434e-05	nan	0.0	0.007801398370544459	nan	0.0
-6.619124603271496e-05	nan	0.0	-0.010157002507186862	nan	0.0
-6.715443756103527e-05	nan	0.0	0.019762590444519067	nan	0.0
-6.957902313232434e-05	nan	0.0	0.034714080536987324	nan	0.0
-7.104041717529309e-05	nan	0.0	0.016772292426025414	nan	0.0
-6.909742736816417e-05	nan	0.0	-0.0041597937034301485	nan	0.0
-6.715443756103527e-05	nan	0.0	-0.001169495684936497	nan	0.0
-6.763603332519543e-05	nan	0.0	-0.001169495684936497	nan	0.0
-7.29668002319337e-05	nan	0.0	0.004811100352050807	nan	0.0
-7.442819427490245e-05	nan	0.0	0.02574318648150637	nan	0.0
-7.152201293945323e-05	nan	0.0	0.013781994407531762	nan	0.0
-6.763603332519543e-05	nan	0.0	-0.019127896562667817	nan	0.0
-7.152201293945323e-05	nan	0.0	0.016772292426025414	nan	0.0
-7.054221466064465e-05	nan	0.0	0.02574318648150637	nan	0.0
